customer_city,customer_state,total_orders,delivered_orders,cancelled_orders,total_spent,average_order_value,maximum_order_value,minimum_order_value,average_payment_installments,preferred_payment_type,total_items_purchased,unique_products,unique_categories,favorite_category,average_items_per_order,average_review_score,average_delivery_days,average_delivery_delay,on_time_delivery_rate,delayed_delivery_rate,customer_tenure_days,purchase_frequency,average_purchase_gap,spending_intensity,repeat_customer,cancel_rate,one_time_buyer,high_spender,delivery_delay_category,churn_flag,predicted_churn,churn_probability,risk_segment
joinville,SC,1,1,0,78.29,78.29,78.29,78.29,2.0,credit_card,1.0,1.0,1.0,cama_mesa_banho,1.0,1.0,26.0,3.0,0.0,1.0,0,1.0,0.0,78.29,0,0.0,1,0,Delayed,1,1,0.90103424,High Risk
porto alegre,RS,1,1,0,304.05,304.05,304.05,304.05,8.0,credit_card,1.0,1.0,1.0,esporte_lazer,1.0,5.0,6.0,-25.0,1.0,0.0,0,1.0,0.0,304.05,0,0.0,1,1,Early Delivery,1,1,0.55565125,Medium Risk
sao paulo,SP,1,1,0,129.98,129.98,129.98,129.98,1.0,boleto,1.0,1.0,1.0,livros_interesse_geral,1.0,1.0,7.0,-13.0,1.0,0.0,0,1.0,0.0,129.98,0,0.0,1,1,Slightly Early,1,1,0.73905903,High Risk
quissama,RJ,1,1,0,70.14,70.14,70.14,70.14,5.0,credit_card,2.0,1.0,1.0,cama_mesa_banho,2.0,4.0,4.0,-23.0,1.0,0.0,0,1.0,0.0,70.14,0,0.0,1,0,Early Delivery,1,1,0.54573077,Medium Risk
sao joao de meriti,RJ,1,0,0,166.69,166.69,166.69,166.69,3.0,credit_card,1.0,1.0,1.0,ferramentas_jardim,1.0,1.0,0.0,0.0,0.0,1.0,0,1.0,0.0,166.69,0,0.0,1,1,On Time,1,1,0.8639532,High Risk
recife,PE,1,1,0,43.53,43.53,43.53,43.53,1.0,boleto,1.0,1.0,1.0,esporte_lazer,1.0,4.0,22.0,-8.0,1.0,0.0,0,1.0,0.0,43.53,0,0.0,1,0,On Time,1,1,0.9003473,High Risk
sao paulo,SP,1,1,0,168.06,168.06,168.06,168.06,2.0,credit_card,2.0,2.0,1.0,informatica_acessorios,2.0,5.0,22.0,0.0,1.0,0.0,0,1.0,0.0,168.06,0,0.0,1,1,On Time,1,1,0.84783983,High Risk
belem,PA,1,1,0,104.03,104.03,104.03,104.03,6.0,credit_card,1.0,1.0,1.0,moveis_decoracao,1.0,3.0,27.0,-6.0,1.0,0.0,0,1.0,0.0,104.03,0,0.0,1,0,On Time,1,1,0.87501484,High Risk
taboao da serra,SP,1,1,0,240.58,240.58,240.58,240.58,1.0,debit_card,1.0,1.0,1.0,cool_stuff,1.0,4.0,3.0,-15.0,1.0,0.0,0,1.0,0.0,240.58,0,0.0,1,1,Slightly Early,1,1,0.5474101,Medium Risk
belem,PA,1,1,0,1054.63,1054.63,1054.63,1054.63,6.0,credit_card,1.0,1.0,1.0,informatica_acessorios,1.0,5.0,22.0,-20.0,1.0,0.0,0,1.0,0.0,1054.63,0,0.0,1,1,Early Delivery,1,1,0.85534674,High Risk
rio de janeiro,RJ,1,1,0,171.32,171.32,171.32,171.32,6.0,credit_card,1.0,1.0,1.0,cama_mesa_banho,1.0,1.0,28.0,4.0,0.0,1.0,0,1.0,0.0,171.32,0,0.0,1,1,Delayed,1,1,0.9349855,High Risk
contagem,MG,1,1,0,49.42,49.42,49.42,49.42,2.0,credit_card,1.0,1.0,1.0,ferramentas_jardim,1.0,2.0,10.0,-15.0,1.0,0.0,0,1.0,0.0,49.42,0,0.0,1,0,Slightly Early,1,1,0.8355424,High Risk
sao paulo,SP,1,1,0,144.9,144.9,144.9,144.9,5.0,credit_card,1.0,1.0,1.0,cama_mesa_banho,1.0,3.0,4.0,-13.0,1.0,0.0,0,1.0,0.0,144.9,0,0.0,1,1,Slightly Early,0,1,0.6707468,Medium Risk
ferraz de vasconcelos,SP,1,1,0,142.1,142.1,142.1,142.1,6.0,credit_card,1.0,1.0,1.0,cool_stuff,1.0,5.0,10.0,0.0,1.0,0.0,0,1.0,0.0,142.1,0,0.0,1,1,On Time,1,1,0.5982889,Medium Risk
maringa,PR,1,1,0,108.08,108.08,108.08,108.08,1.0,credit_card,1.0,1.0,1.0,utilidades_domesticas,1.0,5.0,10.0,-17.0,1.0,0.0,0,1.0,0.0,108.08,0,0.0,1,1,Slightly Early,1,1,0.73130786,High Risk
recife,PE,1,1,0,78.65,78.65,78.65,78.65,1.0,credit_card,1.0,1.0,1.0,ferramentas_jardim,1.0,1.0,15.0,-19.0,1.0,0.0,0,1.0,0.0,78.65,0,0.0,1,0,Slightly Early,1,1,0.90633667,High Risk
maracaju,MS,1,1,0,694.04,694.04,694.04,694.04,10.0,credit_card,2.0,2.0,1.0,ferramentas_jardim,2.0,1.0,13.0,-16.0,1.0,0.0,0,1.0,0.0,694.04,0,0.0,1,1,Slightly Early,0,1,0.869111,High Risk
feira de santana,BA,1,1,0,72.06,72.06,72.06,72.06,3.0,credit_card,1.0,1.0,1.0,utilidades_domesticas,1.0,4.0,23.0,-5.0,1.0,0.0,0,1.0,0.0,72.06,0,0.0,1,0,On Time,1,1,0.81174684,High Risk
jundiai,SP,1,1,0,139.5,139.5,139.5,139.5,5.0,credit_card,1.0,1.0,1.0,beleza_saude,1.0,4.0,5.0,-7.0,1.0,0.0,0,1.0,0.0,139.5,0,0.0,1,1,On Time,1,0,0.4464386,Medium Risk
rio de janeiro,RJ,1,1,0,87.64,87.64,87.64,87.64,1.0,credit_card,1.0,1.0,1.0,automotivo,1.0,5.0,10.0,-10.0,1.0,0.0,0,1.0,0.0,87.64,0,0.0,1,0,Slightly Early,1,1,0.8507867,High Risk
itapetininga,SP,1,1,0,1090.68,1090.68,1090.68,1090.68,10.0,credit_card,1.0,1.0,1.0,beleza_saude,1.0,4.0,17.0,-12.0,1.0,0.0,0,1.0,0.0,1090.68,0,0.0,1,1,Slightly Early,1,1,0.82377267,High Risk
sobral,CE,1,1,0,205.53,205.53,205.53,205.53,8.0,credit_card,1.0,1.0,1.0,perfumaria,1.0,5.0,13.0,-23.0,1.0,0.0,0,1.0,0.0,205.53,0,0.0,1,1,Early Delivery,1,1,0.7111022,High Risk
porto alegre,RS,1,1,0,60.47,60.47,60.47,60.47,1.0,boleto,1.0,1.0,1.0,utilidades_domesticas,1.0,5.0,18.0,-5.0,1.0,0.0,0,1.0,0.0,60.47,0,0.0,1,0,On Time,1,1,0.8211207,High Risk
salvador,BA,1,1,0,70.06,70.06,70.06,70.06,7.0,credit_card,2.0,2.0,1.0,moveis_decoracao,2.0,3.0,13.0,-10.0,1.0,0.0,0,1.0,0.0,70.06,0,0.0,1,0,Slightly Early,1,1,0.83247894,High Risk
rio de janeiro,RJ,1,1,0,86.73,86.73,86.73,86.73,3.0,credit_card,1.0,1.0,1.0,papelaria,1.0,5.0,8.0,-13.0,1.0,0.0,0,1.0,0.0,86.73,0,0.0,1,0,Slightly Early,1,1,0.8586167,High Risk
itapecerica,MG,1,1,0,242.23,242.23,242.23,242.23,1.0,boleto,1.0,1.0,1.0,automotivo,1.0,5.0,13.0,-8.0,1.0,0.0,0,1.0,0.0,242.23,0,0.0,1,1,On Time,0,1,0.80476904,High Risk
viamao,RS,1,1,0,116.45,116.45,116.45,116.45,1.0,boleto,1.0,1.0,1.0,pet_shop,1.0,5.0,19.0,-7.0,1.0,0.0,0,1.0,0.0,116.45,0,0.0,1,1,On Time,1,1,0.83189887,High Risk
capivari,SP,1,1,0,34.86,34.86,34.86,34.86,1.0,credit_card,1.0,1.0,1.0,beleza_saude,1.0,1.0,7.0,-28.0,1.0,0.0,0,1.0,0.0,34.86,0,0.0,1,0,Early Delivery,1,1,0.67446506,Medium Risk
mirai,MG,1,1,0,50.24,50.24,50.24,50.24,1.0,boleto,1.0,1.0,1.0,pet_shop,1.0,4.0,15.0,-10.0,1.0,0.0,0,1.0,0.0,50.24,0,0.0,1,0,Slightly Early,1,1,0.87116647,High Risk
sao paulo,SP,1,1,0,68.89,68.89,68.89,68.89,1.0,voucher,1.0,1.0,1.0,bebes,1.0,5.0,4.0,-12.0,1.0,0.0,0,1.0,0.0,68.89,0,0.0,1,0,Slightly Early,1,1,0.7051551,High Risk
lavras,MG,1,1,0,186.94,186.94,186.94,186.94,2.0,credit_card,1.0,1.0,1.0,automotivo,1.0,5.0,6.0,-18.0,1.0,0.0,0,1.0,0.0,186.94,0,0.0,1,1,Slightly Early,1,1,0.5317534,Medium Risk
cubatao,SP,1,1,0,152.08,152.08,152.08,152.08,2.0,credit_card,1.0,1.0,1.0,cool_stuff,1.0,2.0,32.0,13.0,0.0,1.0,0,1.0,0.0,152.08,0,0.0,1,1,Highly Delayed,1,1,0.9028022,High Risk
santo antonio do jacinto,MG,1,1,0,151.6,151.6,151.6,151.6,1.0,boleto,1.0,1.0,1.0,perfumaria,1.0,1.0,28.0,4.0,0.0,1.0,0,1.0,0.0,151.6,0,0.0,1,1,Delayed,1,1,0.89756835,High Risk
venancio aires,RS,1,1,0,72.73,72.73,72.73,72.73,3.0,credit_card,1.0,1.0,1.0,perfumaria,1.0,5.0,16.0,-14.0,1.0,0.0,0,1.0,0.0,72.73,0,0.0,1,0,Slightly Early,1,1,0.9272279,High Risk
ibate,SP,2,2,0,235.07,117.535,129.59,105.48,5.5,credit_card,3.0,2.0,1.0,esporte_lazer,1.5,5.0,9.0,-10.5,1.0,0.0,25,0.08,12.5,117.54,1,0.0,0,1,Slightly Early,1,1,0.84080863,High Risk
sao paulo,SP,1,1,0,146.84,146.84,146.84,146.84,4.0,credit_card,1.0,1.0,1.0,cama_mesa_banho,1.0,3.0,6.0,-6.0,1.0,0.0,0,1.0,0.0,146.84,0,0.0,1,1,On Time,0,0,0.44611588,Medium Risk
sao jose dos campos,SP,1,1,0,141.97,141.97,141.97,141.97,2.0,credit_card,3.0,2.0,1.0,cama_mesa_banho,3.0,5.0,6.0,-11.0,1.0,0.0,0,1.0,0.0,141.97,0,0.0,1,1,Slightly Early,1,1,0.6434221,Medium Risk
porto alegre,RS,1,1,0,26.83,26.83,26.83,26.83,1.0,boleto,1.0,1.0,1.0,eletronicos,1.0,5.0,10.0,-20.0,1.0,0.0,0,1.0,0.0,26.83,0,0.0,1,0,Early Delivery,0,1,0.74386895,High Risk
limeira,SP,1,1,0,53.85,53.85,53.85,53.85,1.0,boleto,1.0,1.0,1.0,brinquedos,1.0,4.0,8.0,-12.0,1.0,0.0,0,1.0,0.0,53.85,0,0.0,1,0,Slightly Early,1,1,0.8850169,High Risk
rio de janeiro,RJ,1,1,0,241.23,241.23,241.23,241.23,3.0,credit_card,1.0,1.0,1.0,esporte_lazer,1.0,5.0,14.0,-7.0,1.0,0.0,0,1.0,0.0,241.23,0,0.0,1,1,On Time,1,1,0.9102377,High Risk
rio verde,GO,1,1,0,112.36,112.36,112.36,112.36,10.0,credit_card,1.0,1.0,1.0,livros_interesse_geral,1.0,5.0,15.0,-7.0,1.0,0.0,0,1.0,0.0,112.36,0,0.0,1,1,On Time,1,1,0.82580805,High Risk
rio de janeiro,RJ,1,1,0,28.09,28.09,28.09,28.09,1.0,boleto,1.0,1.0,1.0,perfumaria,1.0,3.0,6.0,-18.0,1.0,0.0,0,1.0,0.0,28.09,0,0.0,1,0,Slightly Early,1,1,0.8862351,High Risk
santarem,PA,1,1,0,149.6,149.6,149.6,149.6,4.0,credit_card,1.0,1.0,1.0,informatica_acessorios,1.0,4.0,17.0,-12.0,1.0,0.0,0,1.0,0.0,149.6,0,0.0,1,1,Slightly Early,1,1,0.82405657,High Risk
santos,SP,1,1,0,202.91,202.91,202.91,202.91,10.0,credit_card,1.0,1.0,1.0,moveis_sala,1.0,5.0,7.0,-18.0,1.0,0.0,0,1.0,0.0,202.91,0,0.0,1,1,Slightly Early,0,1,0.7663787,High Risk
ituiutaba,MG,1,1,0,29.6,29.6,29.6,29.6,2.0,credit_card,1.0,1.0,1.0,perfumaria,1.0,4.0,9.0,-18.0,1.0,0.0,0,1.0,0.0,29.6,0,0.0,1,0,Slightly Early,1,1,0.88278806,High Risk
suzano,SP,1,1,0,38.71,38.71,38.71,38.71,1.0,boleto,1.0,1.0,1.0,informatica_acessorios,1.0,5.0,2.0,-13.0,1.0,0.0,0,1.0,0.0,38.71,0,0.0,1,0,Slightly Early,1,1,0.72320515,High Risk
comodoro,MT,1,1,0,369.76,369.76,369.76,369.76,2.0,credit_card,1.0,1.0,1.0,esporte_lazer,1.0,5.0,35.0,-3.0,1.0,0.0,0,1.0,0.0,369.76,0,0.0,1,1,On Time,1,1,0.88960767,High Risk
sao paulo,SP,1,1,0,193.0,193.0,193.0,193.0,1.0,credit_card,1.0,1.0,1.0,beleza_saude,1.0,3.0,10.0,-14.0,1.0,0.0,0,1.0,0.0,193.0,0,0.0,1,1,Slightly Early,0,1,0.77598375,High Risk
paracambi,RJ,1,1,0,194.48,194.48,194.48,194.48,4.0,credit_card,1.0,1.0,1.0,cool_stuff,1.0,1.0,37.0,14.0,0.0,1.0,0,1.0,0.0,194.48,0,0.0,1,1,Highly Delayed,1,1,0.934667,High Risk
garca,SP,1,1,0,61.69,61.69,61.69,61.69,6.0,credit_card,1.0,1.0,1.0,construcao_ferramentas_construcao,1.0,5.0,5.0,-15.0,1.0,0.0,0,1.0,0.0,61.69,0,0.0,1,0,Slightly Early,1,0,0.41291177,Medium Risk
ribeirao pires,SP,1,1,0,108.31,108.31,108.31,108.31,2.0,credit_card,1.0,1.0,1.0,beleza_saude,1.0,5.0,7.0,-6.0,1.0,0.0,0,1.0,0.0,108.31,0,0.0,1,1,On Time,1,0,0.4870434,Medium Risk
lapa,PR,1,0,0,46.47,46.47,46.47,46.47,1.0,credit_card,0.0,0.0,0.0,Unknown,0.0,1.0,0.0,0.0,0.0,1.0,0,1.0,0.0,46.47,0,0.0,1,0,On Time,1,1,0.95632875,High Risk
sao paulo,SP,1,1,0,95.34,95.34,95.34,95.34,1.0,boleto,1.0,1.0,1.0,esporte_lazer,1.0,5.0,9.0,-18.0,1.0,0.0,0,1.0,0.0,95.34,0,0.0,1,0,Slightly Early,1,1,0.8496432,High Risk
ilheus,BA,1,1,0,93.8,93.8,93.8,93.8,1.0,boleto,1.0,1.0,1.0,automotivo,1.0,5.0,25.0,-22.0,1.0,0.0,0,1.0,0.0,93.8,0,0.0,1,0,Early Delivery,1,1,0.6951068,Medium Risk
teresina,PI,1,1,0,315.82,315.82,315.82,315.82,5.0,credit_card,1.0,1.0,1.0,esporte_lazer,1.0,4.0,23.0,-6.0,1.0,0.0,0,1.0,0.0,315.82,0,0.0,1,1,On Time,0,1,0.7954437,High Risk
taboao da serra,SP,1,1,0,61.69,61.69,61.69,61.69,1.0,credit_card,1.0,1.0,1.0,moveis_decoracao,1.0,4.0,13.0,-4.0,1.0,0.0,0,1.0,0.0,61.69,0,0.0,1,0,On Time,1,1,0.8250011,High Risk
pindamonhangaba,SP,2,2,0,443.12,221.56,385.63,57.49,7.0,credit_card,3.0,3.0,3.0,beleza_saude,1.5,5.0,15.0,-6.0,0.5,0.5,0,2.0,0.0,221.56,1,0.0,0,1,On Time,0,1,0.9136299,High Risk
miguel pereira,RJ,1,1,0,497.91,497.91,497.91,497.91,10.0,credit_card,1.0,1.0,1.0,relogios_presentes,1.0,5.0,12.0,-9.0,1.0,0.0,0,1.0,0.0,497.91,0,0.0,1,1,On Time,1,1,0.8053603,High Risk
paracatu,MG,1,1,0,106.87,106.87,106.87,106.87,2.0,credit_card,1.0,1.0,1.0,papelaria,1.0,4.0,18.0,-17.0,1.0,0.0,0,1.0,0.0,106.87,0,0.0,1,0,Slightly Early,1,1,0.88534653,High Risk
sao paulo,SP,1,1,0,457.52,457.52,457.52,457.52,2.0,credit_card,1.0,1.0,1.0,moveis_escritorio,1.0,5.0,15.0,3.0,0.0,1.0,0,1.0,0.0,457.52,0,0.0,1,1,Delayed,1,1,0.5334035,Medium Risk
macae,RJ,1,0,0,62.01,62.01,62.01,62.01,1.0,voucher,1.0,1.0,1.0,malas_acessorios,1.0,1.0,0.0,0.0,0.0,1.0,0,1.0,0.0,62.01,0,0.0,1,0,On Time,1,1,0.87164277,High Risk
barreiras,BA,1,1,0,172.45,172.45,172.45,172.45,5.0,credit_card,1.0,1.0,1.0,brinquedos,1.0,5.0,18.0,-9.0,1.0,0.0,0,1.0,0.0,172.45,0,0.0,1,1,On Time,1,1,0.8602308,High Risk
sao paulo,SP,1,1,0,32.69,32.69,32.69,32.69,1.0,boleto,1.0,1.0,1.0,cama_mesa_banho,1.0,3.0,8.0,-9.0,1.0,0.0,0,1.0,0.0,32.69,0,0.0,1,0,On Time,0,1,0.726234,High Risk
sao paulo,SP,1,1,0,59.24,59.24,59.24,59.24,2.0,credit_card,1.0,1.0,1.0,moveis_decoracao,1.0,5.0,2.0,-9.0,1.0,0.0,0,1.0,0.0,59.24,0,0.0,1,0,On Time,1,1,0.6663833,Medium Risk
belo horizonte,MG,1,1,0,75.85,75.85,75.85,75.85,3.0,credit_card,1.0,1.0,1.0,utilidades_domesticas,1.0,4.0,21.0,-7.0,1.0,0.0,0,1.0,0.0,75.85,0,0.0,1,0,On Time,1,1,0.9016519,High Risk
niteroi,RJ,1,1,0,166.46,166.46,166.46,166.46,1.0,credit_card,2.0,1.0,1.0,relogios_presentes,2.0,1.0,13.0,-14.0,1.0,0.0,0,1.0,0.0,166.46,0,0.0,1,1,Slightly Early,1,1,0.702565,High Risk
sao paulo,SP,1,1,0,72.32,72.32,72.32,72.32,1.0,boleto,2.0,2.0,1.0,beleza_saude,2.0,1.0,3.0,-12.0,1.0,0.0,0,1.0,0.0,72.32,0,0.0,1,0,Slightly Early,0,1,0.70734423,High Risk
curitiba,PR,1,1,0,133.17,133.17,133.17,133.17,1.0,credit_card,1.0,1.0,1.0,informatica_acessorios,1.0,3.0,6.0,-19.0,1.0,0.0,0,1.0,0.0,133.17,0,0.0,1,1,Slightly Early,0,1,0.6496318,Medium Risk
encantado,RS,1,1,0,159.85,159.85,159.85,159.85,1.0,boleto,1.0,1.0,1.0,perfumaria,1.0,5.0,29.0,-7.0,1.0,0.0,0,1.0,0.0,159.85,0,0.0,1,1,On Time,1,1,0.89420474,High Risk
catalao,GO,1,1,0,164.53,164.53,164.53,164.53,1.0,boleto,1.0,1.0,1.0,telefonia,1.0,4.0,15.0,-27.0,1.0,0.0,0,1.0,0.0,164.53,0,0.0,1,1,Early Delivery,1,1,0.64272285,Medium Risk
sao paulo,SP,1,1,0,44.46,44.46,44.46,44.46,4.0,credit_card,2.0,2.0,1.0,perfumaria,2.0,5.0,11.0,-6.0,1.0,0.0,0,1.0,0.0,44.46,0,0.0,1,0,On Time,0,1,0.8610739,High Risk
arroio do sal,RS,1,1,0,117.08,117.08,117.08,117.08,1.0,credit_card,1.0,1.0,1.0,brinquedos,1.0,4.0,6.0,-18.0,1.0,0.0,0,1.0,0.0,117.08,0,0.0,1,1,Slightly Early,1,1,0.71889156,High Risk
sao paulo,SP,1,1,0,56.44,56.44,56.44,56.44,5.0,credit_card,2.0,2.0,1.0,perfumaria,2.0,5.0,7.0,-15.0,1.0,0.0,0,1.0,0.0,56.44,0,0.0,1,0,Slightly Early,1,1,0.8017186,High Risk
sao paulo,SP,1,1,0,162.15,162.15,162.15,162.15,1.0,boleto,1.0,1.0,1.0,moveis_decoracao,1.0,4.0,5.0,-4.0,1.0,0.0,0,1.0,0.0,162.15,0,0.0,1,1,On Time,1,0,0.1973998,Low Risk
santo andre,SP,1,1,0,21.43,21.43,21.43,21.43,1.0,boleto,1.0,1.0,1.0,eletronicos,1.0,5.0,6.0,-6.0,1.0,0.0,0,1.0,0.0,21.43,0,0.0,1,0,On Time,1,1,0.5303864,Medium Risk
armacao dos buzios,RJ,1,1,0,43.28,43.28,43.28,43.28,1.0,credit_card,1.0,1.0,1.0,esporte_lazer,1.0,5.0,27.0,6.0,0.0,1.0,0,1.0,0.0,43.28,0,0.0,1,0,Delayed,1,1,0.8729609,High Risk
jundiai,SP,1,1,0,40.85,40.85,40.85,40.85,4.0,credit_card,1.0,1.0,1.0,brinquedos,1.0,4.0,8.0,-7.0,1.0,0.0,0,1.0,0.0,40.85,0,0.0,1,0,On Time,1,1,0.7815406,High Risk
fontoura xavier,RS,1,1,0,214.16,214.16,214.16,214.16,1.0,credit_card,1.0,1.0,1.0,cool_stuff,1.0,4.0,8.0,-16.0,1.0,0.0,0,1.0,0.0,214.16,0,0.0,1,1,Slightly Early,1,1,0.8003357,High Risk
rio de janeiro,RJ,1,1,0,83.23,83.23,83.23,83.23,1.0,boleto,1.0,1.0,1.0,brinquedos,1.0,4.0,2.0,-17.0,1.0,0.0,0,1.0,0.0,83.23,0,0.0,1,0,Slightly Early,1,1,0.86699784,High Risk
salto,SP,1,1,0,83.24,83.24,83.24,83.24,1.0,credit_card,1.0,1.0,1.0,esporte_lazer,1.0,5.0,4.0,-14.0,1.0,0.0,0,1.0,0.0,83.24,0,0.0,1,0,Slightly Early,1,1,0.72793543,High Risk
cortes,PE,1,1,0,159.3,159.3,159.3,159.3,10.0,credit_card,1.0,1.0,1.0,cool_stuff,1.0,5.0,24.0,-11.0,1.0,0.0,0,1.0,0.0,159.3,0,0.0,1,1,Slightly Early,1,1,0.93271476,High Risk
campinas,SP,1,1,0,340.12,170.06,200.0,140.12,1.0,credit_card,1.0,1.0,1.0,consoles_games,1.0,2.0,28.0,10.0,0.0,1.0,0,1.0,0.0,340.12,0,0.0,1,1,Delayed,1,1,0.88009244,High Risk
vila velha,ES,1,1,0,118.98,118.98,118.98,118.98,8.0,credit_card,1.0,1.0,1.0,utilidades_domesticas,1.0,5.0,11.0,-5.0,1.0,0.0,0,1.0,0.0,118.98,0,0.0,1,1,On Time,0,0,0.22900122,Low Risk
rio de janeiro,RJ,1,1,0,180.31,180.31,180.31,180.31,10.0,credit_card,1.0,1.0,1.0,malas_acessorios,1.0,0.0,11.0,-12.0,1.0,0.0,0,1.0,0.0,180.31,0,0.0,1,1,Slightly Early,1,1,0.9372585,High Risk
viamao,RS,1,1,0,1008.3,1008.3,1008.3,1008.3,10.0,credit_card,2.0,1.0,1.0,cool_stuff,2.0,1.0,57.0,29.0,0.0,1.0,0,1.0,0.0,1008.3,0,0.0,1,1,Highly Delayed,1,1,0.9424549,High Risk
esteio,RS,1,1,0,147.15,147.15,147.15,147.15,1.0,boleto,1.0,1.0,1.0,cool_stuff,1.0,5.0,12.0,-19.0,1.0,0.0,0,1.0,0.0,147.15,0,0.0,1,1,Slightly Early,1,1,0.86121714,High Risk
janauba,MG,1,1,0,428.88,428.88,428.88,428.88,1.0,boleto,2.0,1.0,1.0,informatica_acessorios,2.0,1.0,15.0,-16.0,1.0,0.0,0,1.0,0.0,428.88,0,0.0,1,1,Slightly Early,1,1,0.90464526,High Risk
osasco,SP,1,1,0,119.48,119.48,119.48,119.48,2.0,credit_card,1.0,1.0,1.0,industria_comercio_e_negocios,1.0,5.0,4.0,-9.0,1.0,0.0,0,1.0,0.0,119.48,0,0.0,1,1,On Time,1,1,0.5809337,Medium Risk
rio de janeiro,RJ,1,1,0,48.3,48.3,48.3,48.3,1.0,credit_card,1.0,1.0,1.0,alimentos,1.0,5.0,11.0,-6.0,1.0,0.0,0,1.0,0.0,48.3,0,0.0,1,0,On Time,0,1,0.528461,Medium Risk
esmeraldas,MG,1,1,0,53.74,53.74,53.74,53.74,5.0,credit_card,2.0,1.0,1.0,cool_stuff,2.0,1.0,17.0,-7.0,1.0,0.0,0,1.0,0.0,53.74,0,0.0,1,0,On Time,1,1,0.96010464,High Risk
itaquaquecetuba,SP,1,1,0,28.2,28.2,28.2,28.2,1.0,credit_card,1.0,1.0,1.0,cama_mesa_banho,1.0,4.0,6.0,0.0,1.0,0.0,0,1.0,0.0,28.2,0,0.0,1,0,On Time,0,0,0.11105979,Low Risk
sao paulo,SP,1,1,0,403.26,403.26,403.26,403.26,1.0,boleto,6.0,1.0,1.0,moveis_decoracao,6.0,1.0,9.0,5.0,0.0,1.0,0,1.0,0.0,403.26,0,0.0,1,1,Delayed,0,0,0.098125264,Low Risk
sao paulo,SP,1,1,0,132.17,132.17,132.17,132.17,1.0,boleto,1.0,1.0,1.0,alimentos,1.0,5.0,3.0,-19.0,1.0,0.0,0,1.0,0.0,132.17,0,0.0,1,1,Slightly Early,1,1,0.61255145,Medium Risk
brusque,SC,1,1,0,232.18,232.18,232.18,232.18,10.0,credit_card,2.0,1.0,1.0,moveis_escritorio,2.0,5.0,21.0,-17.0,1.0,0.0,0,1.0,0.0,232.18,0,0.0,1,1,Slightly Early,1,1,0.8914189,High Risk
vila velha,ES,1,1,0,80.79,80.79,80.79,80.79,1.0,boleto,1.0,1.0,1.0,brinquedos,1.0,0.0,56.0,32.0,0.0,1.0,0,1.0,0.0,80.79,0,0.0,1,0,Highly Delayed,1,1,0.940885,High Risk
papucaia,RJ,1,1,0,81.2,81.2,81.2,81.2,8.0,credit_card,1.0,1.0,1.0,cool_stuff,1.0,5.0,12.0,-20.0,1.0,0.0,0,1.0,0.0,81.2,0,0.0,1,0,Early Delivery,1,1,0.91403615,High Risk
pirassununga,SP,1,1,0,40.85,40.85,40.85,40.85,2.0,credit_card,1.0,1.0,1.0,relogios_presentes,1.0,3.0,8.0,-11.0,1.0,0.0,0,1.0,0.0,40.85,0,0.0,1,0,Slightly Early,1,1,0.86960614,High Risk
belem,PA,1,0,0,268.53,268.53,268.53,268.53,1.0,credit_card,1.0,1.0,1.0,esporte_lazer,1.0,3.0,0.0,0.0,0.0,1.0,0,1.0,0.0,268.53,0,0.0,1,1,On Time,1,1,0.85000885,High Risk
belo horizonte,MG,1,1,0,89.28,89.28,89.28,89.28,8.0,credit_card,1.0,1.0,1.0,livros_interesse_geral,1.0,5.0,8.0,-13.0,1.0,0.0,0,1.0,0.0,89.28,0,0.0,1,0,Slightly Early,1,1,0.7298199,High Risk
aracaju,SE,1,1,0,221.96,221.96,221.96,221.96,1.0,credit_card,2.0,1.0,1.0,utilidades_domesticas,2.0,5.0,15.0,-15.0,1.0,0.0,0,1.0,0.0,221.96,0,0.0,1,1,Slightly Early,1,1,0.73702824,High Risk
rio de janeiro,RJ,1,1,0,1194.38,1194.38,1194.38,1194.38,24.0,credit_card,1.0,1.0,1.0,beleza_saude,1.0,1.0,40.0,6.0,0.0,1.0,0,1.0,0.0,1194.38,0,0.0,1,1,Delayed,1,1,0.93687594,High Risk
ouro branco,MG,1,1,0,33.51,33.51,33.51,33.51,1.0,boleto,1.0,1.0,1.0,telefonia,1.0,5.0,7.0,-14.0,1.0,0.0,0,1.0,0.0,33.51,0,0.0,1,0,Slightly Early,1,1,0.8003328,High Risk
paracatu,MG,1,0,0,69.12,69.12,69.12,69.12,1.0,boleto,1.0,1.0,1.0,perfumaria,1.0,0.0,0.0,0.0,0.0,1.0,0,1.0,0.0,69.12,0,0.0,1,0,On Time,1,1,0.86610633,High Risk
sao romao,MG,1,1,0,48.32,48.32,48.32,48.32,1.0,credit_card,1.0,1.0,1.0,brinquedos,1.0,4.0,9.0,-18.0,1.0,0.0,0,1.0,0.0,48.32,0,0.0,1,0,Slightly Early,1,1,0.8309596,High Risk
leme,SP,1,1,0,95.67,95.67,95.67,95.67,1.0,credit_card,1.0,1.0,1.0,informatica_acessorios,1.0,5.0,17.0,-11.0,1.0,0.0,0,1.0,0.0,95.67,0,0.0,1,0,Slightly Early,1,1,0.87561333,High Risk
rio de janeiro,RJ,1,1,0,463.34,463.34,463.34,463.34,6.0,credit_card,1.0,1.0,1.0,informatica_acessorios,1.0,4.0,20.0,-1.0,1.0,0.0,0,1.0,0.0,463.34,0,0.0,1,1,On Time,1,1,0.91438645,High Risk
